author,rating,title,content,date,source,app
Rickywhite_2000,1,Constant problems loads pages,Shopify regularly has trouble loaded the website and app. And is unavailable sometimes for hours at a time. Which certainly makes it hard to get work done.,2024-06-05T11:40:55-07:00,Shopify,Shopify
JayDissatisfied,1,Poor to NO customer support!,"I rarely complain but in this situation it must be said! I have been a shopify member for over a year now and am having NO luck getting thru to anyone that can help me! I have created a website (with no help from them at all as their NOT reachable nor do they have a customer support phone number) As someone who isn't techy, one would think there would be someone with the company you sign up with to help along the way!!! NOPE!!! I have tried at least a dozen times to get a phone number or even live chat thru their site.... NO LUCK!!!! I have now had to hire Fiverr just to help me connect all the dots on this platform called shopify! I am getting little to NO sales thru this site and am paying a 40.00 per month membership!! For what?? WHY am I paying a membership to a company with NO CUSTOMER SERVICE!!!! I will continue to push forward but be warned about NO CUSTOMER service from this company but I will say their quick to collect payment from us each and every month with no help from them!! BEST OF LUCK TO YOU!",2024-06-05T08:00:22-07:00,Shopify,Shopify
ScottKamm,1,Cant wait for them to fail,"Just another app with a bunch of fake 5 star ratings. Been using shopify for several years. Always been an issue here and there but lately its gotten so bad. They closed my store for no reason while i was scaling a viral ad. No reason. No explanation. Took 4 days to respond. They have my money and i couldnt even add tracking to my orders. 

The increase in sales triggered their system and i have to verify all kinds of documents which is crazy. It honestly is a crime to do that. They should be sued for totally blocking me out of my store. Straight scum bags. Just another person heading to woocommerce. Cya

This company has become a big shame.",2024-06-04T11:04:18-07:00,Shopify,Shopify
ASCESCO,1,Why one star only ???,I’m using this app for 2 months but up to now I haven’t sale one item yet.,2024-06-03T01:38:55-07:00,Shopify,Shopify
Daniel7757,1,Could not log in on other devices,"It would not let me log in through google it after 
Verifying that I’m not a robot and putting in my email it would make me put my phone burnt and send a message to my phone but it wouldn’t accept the phone number.",2024-06-02T01:51:41-07:00,Shopify,Shopify
TenshiStore,1,Been charged,"I already deactivated my account on Shopify and yet they charged me twice. I’ve been trying to contact them but still you can’t contact them. Giving you passkey that you cannot open it. Contact Virtual Assistant still the same, saying to login your account but my account cannot open because I already closed it. Worst contact support ever…",2024-05-31T07:38:42-07:00,Shopify,Shopify
MiltownJo,5,Love their one stop shop,Easy to set up. And connect your site to apps.,2024-05-30T18:00:00-07:00,Shopify,Shopify
amberay10,1,Censorship,"They don’t agree with my conservative views so they have banned certain items, refused me a loan and won’t allow my items on their shop app. I plan on switching to something else asap.",2024-05-29T17:06:36-07:00,Shopify,Shopify
TheeOne1600,3,Not the best app,Shopify is a good service to use but the biggest problem is they won’t side with you when people dispute.,2024-05-29T07:03:30-07:00,Shopify,Shopify
tywalkerrr,5,I love it here !,Building my site was super easy and fun! There are so many tools for me to boost my content and marketing as well ! Thanks for that #happyselling !,2024-05-27T16:39:37-07:00,Shopify,Shopify
Dons9896,1,Limited,"I got so far, thought I’d make a lot of money but found out that you have to be 18+",2024-05-25T06:57:14-07:00,Shopify,Shopify
Jgrox24,5,Love this App,"Recently starting using this app and I love it! 
It’s definitely a learning curve. You can’t expect everything to happen overnight, but it’s definitely worth seeing my business grow and thrive.",2024-05-25T06:07:46-07:00,Shopify,Shopify
MichaelJo7,5,Shopify review,A really ingenuous platform which helps many new businesses start up. From my experience Shopify has been amazingly easy to use and begin my drop-shipping journey. 100% recommend,2024-05-24T20:26:30-07:00,Shopify,Shopify
Skye.smart,1,Stupid,Y’all keep taking money from me and I deleted the app and y’all app don’t work,2024-05-24T17:25:19-07:00,Shopify,Shopify
un-lucki,1,Good for high school kids,"Mediocre service at best, absolutely nothing unique or interesting about the service. They manage to have a horrible support system that is ignorant at every step. I would prefer to chew off my dominant arm than use their support service.",2024-05-22T14:51:33-07:00,Shopify,Shopify
hollisiv,1,Shopify is hosting scam companies,Shopify is currently hosting the largest brand attack on my company ever by hosting scam drop shippers using an item from aliexpress and my company name. They are refusing to do anything.,2024-05-21T09:29:17-07:00,Shopify,Shopify
Yuurrrtttt,1,DO NOT USE THIS APP!!!,"If I could give zero stars I would…So here’s the story.
I started up a Shopify..did the free week or month or whatever it was. Cancelled my store, and then months later, they took out $399. I contacted customer support and they got back to me saying, “Your store was cancelled after 7 days of the payment request”…I CANCELLED MY STORE BACK IN MARCH!! And they wait until April 28th to process a payment of $399. And here’s the kicker!! They didn’t take the money out until almost 3 weeks after the payment was processed, which I learned that they have a 7 day refund policy…So I was charged $399 3 weeks ago but it didn’t take the money out until yesterday..ladies and gentlemen. This company is a scam. Do not use it. They are a company that is not user-friendly and they will do anything they can to take your money. I DIDNT EVEN HAVE THE $399 PLAN!! I HAD A BASIC PLAN…complete waste of time, no help from customer support. This company is a joke. Buyer beware! They will scan you in due time!",2024-05-18T08:50:49-07:00,Shopify,Shopify
ashren77,1,Terrible customer service,"The customer service now is a complete awful experience. Shopify used to have excellent phone, customer service and now you can only chat with an advisor who doesn’t understand a single thing. It is awful. Shopify should bring back phone support.",2024-05-17T15:04:46-07:00,Shopify,Shopify
FirstPlaceTanny,1,Please Fix The App Badge,"The App Badge does not update after you send an order. The only way to get rid of it is by force closing the app and to reopen it. 

This is so annoying and has been going on for months. Please fix it.",2024-05-16T07:01:01-07:00,Shopify,Shopify
killyourtself,1,Scam,Anyone who pays these people money should invest in African princes instead,2024-05-15T19:04:39-07:00,Shopify,Shopify
Ghlljbb,1,Impossible to cancel,"I paid someone to setup my store. They used a weird temporary email, which I don’t have access to anymore. Shopify has been taking monthly payment from me for a year now; for a store I don’t even have access to. I tried a hundred times to cancel the subscription, but there’s no real people customer service phone number to call, and online assistant won’t connect me to a real person without a store. I feel tricked, helpless, and completely furious.",2024-05-15T10:52:30-07:00,Shopify,Shopify
Rauce Powers,1,"Avoid at all costs, terrible platform","No customer service available, they lock you out of your own account and there is no way to contact Shopify for assistance. There is no Chat feature, nothing. No phone number - just you, locked out of the account you pay money for, and no customer service available to you even tho you are paying money for their service and not receiving it. 
Absolute trash.",2024-05-13T17:08:47-07:00,Shopify,Shopify
Tragicmcsix12,5,Best hosting service on the planet.,Number 1 in my book.,2024-05-12T17:26:12-07:00,Shopify,Shopify
Modellrn,5,Helps turn a million dollar idea into reality.,"Starting a business from a simple concept is an incredibly difficult journey.  Shopify has been with me since the beginning when we were selling items made in a spare bedroom four (shortish/longish) years ago.  Now my company is in a 4,500 square foot mixed use building and brings in six figures per month in sales.  I’ve used their online platform and also their lightning fast loan program to finance large deals with future payouts.  There may be other platforms out there, but I’m happy and have no reason to look elsewhere.  Shopify allows you to start at an affordable price then scales up with functionality and price as your business grows.  Building an online Shopify store is doable by someone with basic knowledge and readily available technology.",2024-05-11T07:44:07-07:00,Shopify,Shopify
Karmori.,1,Shopify,Honestly hate this app i thought you could get your money back so i deactivated it realized I couldn’t and then I had to pay again,2024-05-10T19:24:19-07:00,Shopify,Shopify
DaveBryer,1,Poor customer service,Shopify as a app is working good. The tax calculation for restaurant tax is incorrect. I have contacted customer service many times being told someone will contact me back and no one ever does. Now we are being charged a extra .35 per transaction after a year of service. Also data does not transfer to Quickbooks as promised. Also the tax reporting area is very glitchy.,2024-05-10T08:35:55-07:00,Shopify,Shopify
Pupi0428,5,Me encanta 🥰,"Me encanta la apps, lo único que me gustaría es ver la pantalla como antes donde aparecía el total, en el momento en el día, en la semana y cuanto llevas vendido en el mes. Por lo demás la apps funciona excelente. Gracias",2024-05-10T04:47:56-07:00,Shopify,Shopify
Semvbc,2,Difficult to understand,"As a new person who has never sold anything online before, there are hidden challenges that are difficult to figure out. I need someone to walk me through this new process.",2024-05-09T23:40:02-07:00,Shopify,Shopify
007Cyclops,1,Forced Login through outside browser only,"I’ve had a Shopify shop for years. I’ve never had issues logging into the app, through the app. For the past few months, I’m being forced to login through an outside browser. Now my account has been hacked and I have some random desktop computer out of Auberry CA logged in as an administrator. This is not acceptable. There have been zero security updates to this app in ages. Guess I’ll start looking for something more secure with regular app updates for security features.",2024-05-09T17:50:17-07:00,Shopify,Shopify
glace basha,1,"Horrible, continuously charged my credit card","Deserves zero stars, I continuously tried to cancel the subscription after trying it for the free one month trial and it said it’s confirmed that I’ve deactivated it so they wouldn’t charge me again but a month later, I get a bill for a dollar, then two months later, I get a bill for five bucks. It was useless and everything was extremely complicated as well. I’m very disappointed and will not be referring or using anything including Shopify from now on.",2024-05-07T01:58:50-07:00,Shopify,Shopify
ChillSloth112,5,Love it,Sooo helpful,2024-04-30T07:25:32-07:00,Shopify,Shopify
JackG2018,5,Business,"This is working for my business Jacktech
And I just love Shopify",2024-04-28T06:32:13-07:00,Shopify,Shopify
juicetheduece,1,Not good,Was very difficult to cancel my account the took 3 months ending in $120 worth of bills would not recommend,2024-04-26T15:41:32-07:00,Shopify,Shopify
Anonnnn81871926,1,Hold money for no reason,"Shopify is actually a joke. There’s many stories about them holding money for no reason. Well, it happened to me. They emailed me saying they would put a percentage on hold for 120 days due to high percentage of “chargebacks and refunds.” I’ve had zero chargebacks and one refund. This occurred when I started receiving more orders as well. A few months ago they put my payments on hold as well as a “standard review” when I had already had my website for a year. But they did the standard review when I receive a lot of orders once again? So suspicious. It took two weeks for them to take the hold off, and that’s only because I kept nagging them daily about my money or else I don’t think they would have returned it quicker than those 2 weeks. Their customer service is no help- I don’t even think they’re real people at this point. They don’t care about small businesses and how this can affect them, especially when you have proof. This has happened to many other businesses as well",2024-04-26T09:04:53-07:00,Shopify,Shopify
Disgusted customer Zara,2,Balance card/ Direct support,"I’m having a lot of issues understanding the balance card options and when inquiring through chat (that is the ONLY option) about money is very strange to me. Your agents and the AI agent don’t know much of anything when making an inquiry and when they do get back from the “banking” team its pushed off on the other billing party which usually will tell you to contact your bank. As someone who has offered to take on the responsibility of my funds I would expect you guys to have more expertise, more answers and most importantly more knowledge of what happens with charges and pending transactions on this card. In a clear straight to the point way, basically all the answers I get seem always unsure.

The fact that Shopify no longer has a direct customer service feature is very disheartening.",2024-04-25T09:12:26-07:00,Shopify,Shopify
Phatphlyer,1,Withholding $$,"I’m still waiting on sales money from December 2023. I’ve talked to customer service (chat) several times and they say that the legal department is working on it. I’m dealing with this nameless, faceless entity and not getting anywhere. My account was probably hacked, but withholding my money is wrong. Doing business with Shopify has been horrible. Update- I talked to a chat support advisor today and they were unable (or unwilling not sure) to provide a name and contact person for resolution. They say that my case will be escalated and someone will contact me. However I have had this conversation several times and the result is NO RESULT. Dealing with this big impersonal, nameless, faceless entity has been really terrible.",2024-04-23T21:20:39-07:00,Shopify,Shopify
Honest_Reviews T-T,1,Charging Me For Non-Existent Stores,"I used Shopify for a few months, then switched to Etsy because it was cheaper. I canceled my subscription and deleted my stores. A few months later, I got continued emails from Shopify asking me to pay a bill for 625$! I tried to go into my stores to cancel the subscription again, but I couldn't get into my stores because they don't exist! Shopify doesn't have a support team, only a page directing me to log into my store. I don't know what to do… Shopify, please help me!!",2024-04-22T20:05:03-07:00,Shopify,Shopify
Xt0,1,Ad shows international shipping,"Disappointed when reading that they do international shipping to only 27 countries, none of them from central or South America",2024-04-20T16:39:30-07:00,Shopify,Shopify
Tito751,1,No Customer Service,"I open an account and for me it was difficult to set up the app to sell items. I decided to cancel and delete the app. Well 2nd month after I cancel and I’m still getting charge a fee every month after I cancelled. I have no way to call and since I deleted everything I can’t get back in to the app because is asking me to sign up again. I don’t want to sign or create another account I just want to stop getting charge again and again.

Thanks",2024-04-20T13:13:37-07:00,Shopify,Shopify
fsgghjihfdv77,5,Review,Great website such amazing platform help you every step of the way for beginners,2024-04-18T11:42:18-07:00,Shopify,Shopify
VinnyTheMoose,1,Difficult to set up payment processer,"I first created a payment processor using an ssn and it worked but after I decided to close that account and start new, it wouldn’t verify the SAME ssn I used last time.",2024-04-14T18:46:47-07:00,Shopify,Shopify
William smoke,1,I hate this app,Simple,2024-04-14T06:38:06-07:00,Shopify,Shopify
abbadabbbbbbba,1,Awful Customer Support,"I have loved Shopify, but never needed their support. Once I did, it became a nightmare. A Shopify server error occurred on my site, locking me out. I have now had 4 tickets, 6+ reps, lost hours of time and am still without resolution many weeks later. I have no access to my store, my products, my orders, my livelihood, and am still without any end in sight. I have no idea when I will have my store back. NEVER again.",2024-04-12T06:10:53-07:00,Shopify,Shopify
les_100,1,Most complicated app,They ask you what plan you want to pay for on the Shopify app. THEN they’ll lead you to another website and ask you again about what plan you wanna pay for on that website too,2024-04-11T23:24:28-07:00,Shopify,Shopify
Sativavie,1,Shopify Neglects its Users and ALLOWS shops to SCAM easily,"Shopify should be responsible for keeping record/information on their shops, just in case the shop is a scammer/not legit. Not having anything to do with your sellers allows businesses to take advantage of their customers and buyers. I ordered for $100 something 6 months ago and have been trying to contact the store as well as Shopify for months trying to figure it out. I cannot receive the product or a refund. I was told I would, but here we are 6 months later.",2024-04-11T07:42:31-07:00,Shopify,Shopify
Dood Broman,2,Worst “customer service” of all time,"Shopify PROFITED $2.8. billion in 2022 but decided to cut the spending on the customer service department. You would think a company this large would expand their customer service department as they profited more and began to service more businesses. Nope not these guys. Instead they got rid of any way to communicate via phone call. Nope, you cannot call when they screw something up to get it fixed. Shopify sent me an incorrect 1099K this year, I’ve reached out 3 times to have it corrected, the first person told me 24-48 hours it would be corrected. This is week 4 and I haven’t even received a follow up email. Corporate greed strikes again. Find a less known way to host your business online Shopify does NOT care about their customers.",2024-04-10T05:03:16-07:00,Shopify,Shopify
coryjbailey,1,Add Dark Mode to App,It’s 2024… there is absolutely no reason why a company worth as much as Shopify doesn’t have a setting in their app for Dark Mode… And half the features that y’all announce at the Shopify Propaganda events (aka Editions) are only available on your highly overpriced Shopify Plus plan,2024-04-08T22:04:39-07:00,Shopify,Shopify
iluvyeshua2005,1,can even pick a plan,trued picking a plan but every time i try to put my card in it goes to white screen that i cant back out of,2024-04-06T16:39:59-07:00,Shopify,Shopify
Ilay A,1,Where’s my refund doesn’t include policy!!!,I am trying to get a refund after getting charged 110$ which is outrageous after deactivating my store and getting charged for a plan. The policy said getting charged before deactivating but after deactivating I didn’t get a refund! Money stealers. Where’s my money???,2024-04-05T15:30:24-07:00,Shopify,Shopify
nickynick954,3,Comment mention Bug,There’s a bug that happens when you’re trying to mention someone in a comment. The user selection that pops up goes behind the keyboard and you’re unable to click the user that you’re trying to mention. Confirm this and iPhone 13 Pro and 15 Pro Max.,2024-04-04T08:20:35-07:00,Shopify,Shopify
The Review 81,2,App is Breaking,"Was hoping latest update would fix but I guess not. Everytime you go into settings and click Payouts, it opens a browser frame or something and the black screen with could not load page. https://admin.shopify.comundefined/ “Safari cannot open the page because the page cannot be found.” Same happens with sending Invoices. Its been like this for a week or 2 now. Workaround is I have to open the web version on my phone. Very annoying. PLEASE FIX!!!!!

Also, support paths are terrible. Trying to talk to someone or even submit a support request is NOT possible. Sending me to help center for 24/7 support is a cop out.  Please employee real humans to do your job.",2024-04-03T04:27:36-07:00,Shopify,Shopify
gggajjej,1,Useless,Site is useless if you can’t get help when there system has issues. Zero customer service,2024-04-02T10:23:53-07:00,Shopify,Shopify
Ya mans n em,1,How to download old version,This new dashboard is HORRIBLE,2024-04-01T07:57:24-07:00,Shopify,Shopify
Holds money,1,Money holds,Always puts money on hold,2024-03-29T13:32:22-07:00,Shopify,Shopify
Vdah,1,Speed score disappeared with new update.,Bring the old dashboard back !!  Horrible.,2024-03-29T06:06:08-07:00,Shopify,Shopify
hdisiksbe,1,Shopify has gone downhill,"We’ve had our shopify store for roughly 3 years now. Year 1 support was amazing, multiple contact methods and would get a quick resolution to any potential issues. Year 2 this support started to decline, phone service no longer available and resolution/response times much slower. Now in year 3 any form of support is useless. We have had numerous major issues with our store, with no help or resolutions from shopify support. The only available option is to chat with a representative, who will inform us that they are forwarding the issue to a specialist team and will get back to us within 24 hours….. we have never heard back with a resolution, not ever.  In addition their process for chargebacks is awful, if you receive any form of a chargeback through shopify you are near guaranteed to lose it, regardless of any evidence submitted.",2024-03-24T16:11:22-07:00,Shopify,Shopify
hbeealtlh,3,App is disappointing,Feels very unusable. This app used to be a lot better. I have been searching for a capital balance and it is nowhere to be found.,2024-03-22T17:50:45-07:00,Shopify,Shopify
CorundumKnight,1,💣RUN‼️‼️‼️‼️‼️‼️‼️‼️‼️,"They hold your money for a ridiculously long time. 
I have had my personal information stolen from them because of a data breach
I can’t get into my accounts 
None of their emails work and they no longer have a phone number 
They will not give you refunds for their mistakes",2024-03-22T09:15:21-07:00,Shopify,Shopify
Omillo,1,Son unos estafadores,Te retienen tus pagos y no resuelven el problema y te roban tu dinero 😡😡😡🤬🤬🤬🤬🤬🤬,2024-03-21T07:31:27-07:00,Shopify,Shopify
Aki_Tk,3,Very Tedius,"I hate using this app to set things up on my store, if I were to be pithy about it. The app fluidity is above average, but there are sooo many taps in order to get to where you want, and due to the nature of the service, there are just waaaaay too many settings pages to go through, which are easier to see on the desktop. It’s not all. The collection system is a bit of a nightmare because it LOOKS like you can create, edit, add to a collection of products while you’re editing the store look itself, but you have to go back to the inventory editing page to do that. You can’t create and add pages to your store to show a collection without doing this, and I spent ages figuring that out. It’s also very unintuitive how to create a page. You have to create templates and collections ? How do you connect them? I’m frustrated. Otherwise, it’s fine mostly. Some elements are locked away for the phone",2024-03-18T21:21:45-07:00,Shopify,Shopify
Samuel C. Love,5,SHOPIFY IS 5 STARS WITH NEW UPDATE,"Shopify on iPadOS just elevated massively on the new update. I had been asking for a more desktop experience on the iPad for months and that is what they have given us. Shopify is the first big company to change their half-baked ipad app ad make it a real, useful powerhouse. Well done shopify, this is a game changer and I respect you for being the first to give us a real iPad app.",2024-03-18T12:59:37-07:00,Shopify,Shopify
Robby Tearn,2,Great App but please BRING BACK the OLD MOBLIE DASHBOARD‼️‼️‼️‼️‼️‼️,"I love Shopify with all my heart and have been using them for 3 years so far. Their customer support is amazing with all my problems, but please bring back the OLD MOBILE SHOPIFY DASHBOARD 🙏

I do not want to press on that down arrow and then press on the last 30 days or whatever. Its just a huge inconvenience and i think I speak for others as well that they think the same.

I would MUCH RATHER, it being like it used to be. WHERE YOU COULD JUST PRESS “Today” “Yesterday” “This Week” and “This Month” 

Please fix this and once this is fixed then I will gladly give you guys an amazing review and change it to 5 Stars!⭐️",2024-03-17T22:26:43-07:00,Shopify,Shopify
Neptune586,1,Annoying commercials,The commercials with the cha Ching sound are so annoying I will do anything to put this company out of business.,2024-03-17T07:38:34-07:00,Shopify,Shopify
f high gfghfgjfcg,5,It is the best,I love it,2024-03-15T20:08:16-07:00,Shopify,Shopify
Quinnington32,1,Customer service,"I am having a huge issue and customer service doesn’t help at all. No manager working and won’t give you the email to anyone.

Literally just need to cancel my credit card. How is there no button for this? Ridiculous.",2024-03-15T12:48:32-07:00,Shopify,Shopify
mmarti2007,1,Customer,"I was ordering something for my son.  I put in his shipping address and his phone number with shipping in case shipping had problems- they could contact him.  

Then, I put in my payment information and my payment address and my phone number. When I was going through the process, it asked me to accept Shopify to store my payment info.  

Now I’ve bought things for my other children from things for my other children from the same merchant and every time, Shopify sends a code to my son’s phone for verification.  This is annoying and I don’t know how to stop this of change it to MY phone number.  

I really want to cancel my Shopify account!   How do I do this?  I downloaded the app and it is only for merchants!!! Where is the CUSTOMER SUPPORT FOR THE CUSTOMERS OF THE MERCHANTS??????",2024-03-14T12:00:47-07:00,Shopify,Shopify
Charliedelocho,5,Beginner Brand and just starting,Finally decided to create a clothing line for my brand and just go for it and see how it goes. Been making music for years and people been waiting for me to create fashion and music and just go all out. And Shopify has helped me elevate even more. So i say this app is great to advance your business to another level. Make sure you plan and strategize a business model and go with it. Don’t give up!,2024-03-12T11:57:10-07:00,Shopify,Shopify
Blackbery-12,1,Scam,"Their website and app are both unnecessarily complicated to use so it traps people into not being able to cancel their subscription or use basic features so that when they find the feature they feel thank God I have to pay for this new feature. Because at first you don’t think the feature exists but when you do find the feature, you’re relieved that you only have to pay another $5 a month for it. It’s deliberate manipulative psychological, scam.",2024-03-12T06:09:25-07:00,Shopify,Shopify
Marzus u,1,New interface ruined my LIFE,Please bring the old dashboard back!!!!,2024-03-11T12:38:24-07:00,Shopify,Shopify
ChangeMachine,4,Lacks Dark Mode,"I know we shouldn't be using the app at bedtime, and thanks for not encouraging our bad behavior, but please add a night mode to the Shopify app, like the Shop app has.

Sincerely,
Bedtime Peddler",2024-03-10T09:55:07-07:00,Shopify,Shopify
Unhappy mobile,1,New app is terrible,The latest update is certainly a downgrade. Way more clicking around and not intuitive. I can’t even find what products were ordered anymore.,2024-03-09T15:30:49-07:00,Shopify,Shopify
SagarandSagar1994,1,Terrible updates,"I used to use this app regularly as a Shopify plus customer - now I only use desktop. I submitted several bug complaints - no one responds. When you click on an order from a push notification on iOS, the text field doesn’t move up when you try to add a comment so you can see what you’re typing. This does not happen when you open the order by going into the app first - only happens when you directly open the order from the push notification. Also their address field in the order in iOS does not trigger open the native Google maps app like it used to, instead it opens a browser of Google maps from where you click open app. Recent updates have made the app more glitchy and harder to use - I prefer now to just use desktop version but I used to find their app very useful. No one even responded to these bug reports despite us being a high paying Shopify Plus customer.",2024-03-08T14:18:17-07:00,Shopify,Shopify
Martyn6512,2,Please bring back the old App Dashboard,The new dashboard on the mobile app is NOT IT! Please include an option to have the old app dashboard where we could see in real time how many visitors are on the website.,2024-03-07T08:15:27-07:00,Shopify,Shopify
